Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/05/2024,06/07/2024,BUONA PLEASANT PRAIRIE,Food & Drink,Sale,-16.36,
06/06/2024,06/07/2024,AMZN Mktp US*NK5XT1573,Shopping,Sale,-82.23,
06/04/2024,06/06/2024,ARBYS 7303,Food & Drink,Sale,-14.22,
06/05/2024,06/05/2024,Microsoft*PC 1 Month,Shopping,Sale,-10.88,
06/03/2024,06/04/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-14.14,
06/03/2024,06/03/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-26.36,
06/01/2024,06/03/2024,TACO BELL #731988,Food & Drink,Sale,-25.54,
06/03/2024,06/03/2024,OPTERY.COM PRIVACY,Shopping,Sale,-3.99,
05/30/2024,06/02/2024,PIZZA HUT 035658,Food & Drink,Sale,-12.00,
06/01/2024,06/02/2024,QDOBA 2393 OLO,Food & Drink,Sale,-14.88,
05/31/2024,05/31/2024,GOOGLE *Donations NfG,Personal,Sale,-20.00,
05/29/2024,05/30/2024,WL *Steam Purchase,Entertainment,Sale,-21.09,
05/26/2024,05/27/2024,PANDA EXPRESS #1805,Food & Drink,Sale,-10.34,
05/26/2024,05/27/2024,QDOBA 2393 OLO,Food & Drink,Sale,-14.88,
05/25/2024,05/26/2024,Payment Thank You-Mobile,,Payment,473.39,
05/24/2024,05/26/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-15.90,
05/23/2024,05/26/2024,WENDY'S #0028,Food & Drink,Sale,-10.42,
05/24/2024,05/24/2024,TICKET SPICKET,Entertainment,Sale,-7.85,
05/22/2024,05/23/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-14.14,
05/20/2024,05/21/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-14.14,
05/19/2024,05/20/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-63.29,
05/18/2024,05/20/2024,KWIK TRIP #172,Gas,Sale,-44.26,
05/18/2024,05/20/2024,TACO BELL #731988,Food & Drink,Sale,-14.31,
05/17/2024,05/19/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-6.11,
05/17/2024,05/19/2024,QDOBA 2393 OLO,Food & Drink,Sale,-14.88,
05/14/2024,05/15/2024,GOOGLE *Twitch,Professional Services,Sale,-6.32,
05/12/2024,05/15/2024,KWIK TRIP #172,Gas,Sale,-10.00,
05/12/2024,05/14/2024,BUONA PLEASANT PRAIRIE,Food & Drink,Sale,-16.36,
05/12/2024,05/13/2024,ORDER.NOODLES.COM,Food & Drink,Sale,-12.24,
05/10/2024,05/12/2024,BUONA PLEASANT PRAIRIE,Food & Drink,Sale,-9.59,
05/09/2024,05/10/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-15.98,
05/09/2024,05/10/2024,GOOGLE *Twitch,Shopping,Sale,-6.32,
05/08/2024,05/09/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-20.66,
05/07/2024,05/08/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
05/05/2024,05/07/2024,KWIK TRIP #975,Gas,Sale,-35.21,
05/05/2024,05/07/2024,KWIK TRIP #975,Gas,Sale,-3.98,
05/05/2024,05/06/2024,MICROSOFT*STORE,Shopping,Sale,-10.88,
05/04/2024,05/06/2024,WENDY'S #0028,Food & Drink,Sale,-14.83,
05/04/2024,05/06/2024,KWIK TRIP #938,Gas,Sale,-10.00,
05/05/2024,05/06/2024,MCDONALD'S F27385,Food & Drink,Sale,-6.55,
05/03/2024,05/03/2024,OPTERY.COM PRIVACY,Shopping,Sale,-14.99,
05/02/2024,05/03/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-15.27,
05/01/2024,05/02/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-19.78,
04/27/2024,04/29/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-16.55,
04/27/2024,04/29/2024,KWIK TRIP #172,Gas,Sale,-10.00,
04/27/2024,04/28/2024,AMZN Mktp US*YE8770VP3,Shopping,Sale,-5.26,
04/25/2024,04/26/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-15.81,
04/23/2024,04/23/2024,Payment Thank You-Mobile,,Payment,318.45,
04/20/2024,04/22/2024,SPORT CLIPS - WI105 - KEN,Personal,Sale,-33.00,
04/20/2024,04/22/2024,KWIK TRIP #172,Gas,Sale,-10.00,
04/20/2024,04/21/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-16.09,
04/18/2024,04/19/2024,QDOBA 2393 OLO,Food & Drink,Sale,-14.88,
04/15/2024,04/17/2024,WENDY'S #0028,Food & Drink,Sale,-16.52,
04/13/2024,04/15/2024,MARS CHEESE CASTLE KIT,Food & Drink,Sale,-8.95,
04/02/2024,04/03/2024,BUONA PLEASANT PRAIRIE,Food & Drink,Sale,-35.51,
03/31/2024,04/02/2024,KWIK TRIP #938,Gas,Sale,-48.52,
03/30/2024,04/01/2024,TACO BELL 031988,Food & Drink,Sale,-7.99,
03/28/2024,03/29/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-14.00,
03/26/2024,03/27/2024,Amazon.com*RA3FL0P12,Shopping,Sale,-7.90,
03/24/2024,03/25/2024,TAXACT,Professional Services,Sale,-39.99,
03/23/2024,03/25/2024,WENDY'S #0028,Food & Drink,Sale,-16.52,
03/24/2024,03/24/2024,Payment Thank You-Mobile,,Payment,316.03,
03/23/2024,03/24/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-16.56,
03/24/2024,03/24/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.93,
03/22/2024,03/24/2024,DRIFFLE.COM,Entertainment,Sale,-31.09,
03/21/2024,03/21/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-15.81,
03/19/2024,03/20/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-14.00,
03/08/2024,03/10/2024,JERSEY MIKES 29016,Food & Drink,Sale,-10.97,
03/09/2024,03/10/2024,CHIPOTLE 2820,Food & Drink,Sale,-16.09,
03/04/2024,03/05/2024,BUONA PLEASANT PRAIRIE,Food & Drink,Sale,-34.77,
03/02/2024,03/04/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-12.17,
02/29/2024,03/01/2024,AMZN Mktp US*RZ7EQ01Q2,Shopping,Sale,-8.31,
02/29/2024,03/01/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-19.78,
02/25/2024,02/27/2024,KWIK TRIP #172,Gas,Sale,-49.00,
02/25/2024,02/26/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.13,
02/26/2024,02/26/2024,Amazon.com*RW9893TN1,Shopping,Sale,-100.00,
02/24/2024,02/25/2024,Payment Thank You-Mobile,,Payment,820.06,
02/23/2024,02/25/2024,PIZZA HUT 035658,Food & Drink,Sale,-25.00,
02/22/2024,02/23/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-24.66,
02/17/2024,02/18/2024,BESTBUYCOM806918834261,Shopping,Sale,-140.38,
02/15/2024,02/18/2024,ARBYS 7303,Food & Drink,Sale,-14.41,
02/16/2024,02/18/2024,RAZOR BLADES CLUB,Shopping,Sale,-8.29,
02/13/2024,02/14/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
02/12/2024,02/13/2024,AMZN Mktp US*RI9TV61A0,Shopping,Sale,-47.98,
02/10/2024,02/12/2024,QDOBA 2393,Food & Drink,Sale,-11.34,
02/10/2024,02/11/2024,Amazon.com*RI45W5490,Shopping,Sale,-68.53,
02/09/2024,02/09/2024,GOOGLE *Donations NfG,Shopping,Sale,-5.00,
02/08/2024,02/09/2024,PANDA EXPRESS #1805,Food & Drink,Sale,-10.34,
02/08/2024,02/08/2024,Amazon.com*RB0F05SX0,Shopping,Sale,-76.55,
02/05/2024,02/07/2024,DOMINO'S 6696,Food & Drink,Sale,-37.03,
02/07/2024,02/07/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-16.09,
02/03/2024,02/05/2024,8WISC CTR DIST,Food & Drink,Sale,-9.76,
02/03/2024,02/05/2024,8WISC CTR DIST,Food & Drink,Sale,-16.80,
02/03/2024,02/05/2024,PIZZA HUT 035658,Food & Drink,Sale,-15.00,
02/01/2024,02/04/2024,WENDY'S #0028,Food & Drink,Sale,-13.16,
01/30/2024,02/01/2024,KWIK TRIP  17200001727,Gas,Sale,-2.00,
02/01/2024,02/01/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-13.18,
01/30/2024,02/01/2024,KWIK TRIP  17200001727,Gas,Sale,-43.08,
01/28/2024,01/29/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-15.16,
01/26/2024,01/28/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-5.67,
01/25/2024,01/28/2024,TACO BELL 031988,Food & Drink,Sale,-12.71,
01/23/2024,01/24/2024,AMZN Mktp US*R844J0D91,Shopping,Sale,-94.90,
01/24/2024,01/24/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-16.09,
01/20/2024,01/22/2024,SPORT CLIPS - WI105 - KEN,Personal,Sale,-33.00,
01/21/2024,01/21/2024,Payment Thank You-Mobile,,Payment,3720.41,
01/21/2024,01/21/2024,WL *STEAM PURCHASE,Entertainment,Sale,-28.47,
01/19/2024,01/21/2024,ARBYS 7303,Food & Drink,Sale,-12.31,
01/20/2024,01/21/2024,PANDA EXPRESS #1805,Food & Drink,Sale,-10.34,
01/18/2024,01/19/2024,AMZN Mktp US*R87138780,Shopping,Sale,-9.48,
01/18/2024,01/19/2024,AMZN Mktp US*R879T2N02,Shopping,Sale,-26.36,
01/15/2024,01/16/2024,KFC D556002,Food & Drink,Sale,-10.00,
01/12/2024,01/12/2024,AMZN Mktp US*RT5446L81,Shopping,Sale,-104.45,
01/11/2024,01/12/2024,AMZN Mktp US*RT80V02M0,Shopping,Sale,-7.37,
01/11/2024,01/12/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-14.00,
01/10/2024,01/11/2024,AMZN Mktp US*RT0AL8C72,Shopping,Sale,-12.60,
01/08/2024,01/09/2024,AMZN Mktp US*RT86A7T00,Shopping,Sale,-127.39,
01/08/2024,01/08/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-12.50,
01/07/2024,01/08/2024,Amazon.com*TK6NE3542,Shopping,Sale,-136.10,
01/06/2024,01/08/2024,RIVALS SPORTS PUB AND,Food & Drink,Sale,-63.00,
01/07/2024,01/07/2024,AMZN Mktp US,Shopping,Return,220.88,
01/05/2024,01/07/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-14.14,
01/03/2024,01/04/2024,AMZN Mktp US*RM23D6N93,Shopping,Sale,-230.49,
01/02/2024,01/04/2024,CHICK-FIL-A #02976,Food & Drink,Sale,-13.67,
01/02/2024,01/04/2024,KWIK TRIP  29600002964,Gas,Sale,-33.22,
01/02/2024,01/03/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-22.64,
12/30/2023,01/01/2024,IHOP 5406 OLO,Food & Drink,Sale,-27.40,
12/30/2023,01/01/2024,PIZZA HUT 035658,Food & Drink,Sale,-10.00,
12/29/2023,12/31/2023,CHICK-FIL-A #04088,Food & Drink,Sale,-12.17,
12/29/2023,12/31/2023,WL *Steam Purchase,Entertainment,Sale,-29.53,
12/28/2023,12/31/2023,WENDY'S #0028,Food & Drink,Sale,-15.91,
12/26/2023,12/27/2023,AMZN Mktp US*8O59I3UN3,Shopping,Sale,-53.98,
12/26/2023,12/27/2023,AMZN Mktp US*ZE4GZ8GF3,Shopping,Sale,-27.42,
12/26/2023,12/27/2023,Amazon.com*L64DH2D03,Shopping,Sale,-9.89,
12/25/2023,12/26/2023,Amazon.com*ZP7Q90713,Shopping,Sale,-200.00,
12/23/2023,12/24/2023,AMZN Mktp US*BO7SE8OP3,Shopping,Sale,-60.14,
12/22/2023,12/24/2023,WL *Steam Purchase,Entertainment,Sale,-31.64,
12/23/2023,12/24/2023,WL *STEAM PURCHASE,Entertainment,Sale,-12.65,
12/22/2023,12/24/2023,KWIK TRIP  29600002964,Gas,Sale,-3.98,
12/22/2023,12/24/2023,NOODLES &amp; CO 222,Food & Drink,Sale,-15.83,
12/21/2023,12/24/2023,TACO BELL #731988,Food & Drink,Sale,-11.14,
12/22/2023,12/24/2023,KWIK TRIP  29600002964,Gas,Sale,-17.57,
12/22/2023,12/24/2023,Amazon.com,Shopping,Return,37.97,
12/22/2023,12/24/2023,USPS PO 5666100158,Shopping,Sale,-37.30,
12/21/2023,12/22/2023,GAMESPLANETCOM,Entertainment,Sale,-11.99,
12/20/2023,12/22/2023,CHICK-FIL-A #04088,Food & Drink,Sale,-12.17,
12/18/2023,12/19/2023,AMZN Mktp US*I428C18T3,Shopping,Sale,-71.72,
12/18/2023,12/19/2023,PANERA BREAD #204411 P,Food & Drink,Return,8.93,
12/18/2023,12/19/2023,PANERA BREAD #204411 P,Food & Drink,Sale,-8.93,
12/17/2023,12/19/2023,IHOP 5406 OLO,Food & Drink,Sale,-48.21,
12/17/2023,12/19/2023,OFFICEMAX/DEPOT 6358,Shopping,Sale,-68.56,
12/15/2023,12/17/2023,Amazon.com*9161C8OK3,Shopping,Sale,-13.02,
12/14/2023,12/15/2023,AMZN Mktp US*AS3FI4GE3,Shopping,Sale,-13.70,
12/13/2023,12/15/2023,KWIK TRIP  17200001727,Gas,Sale,-38.00,
12/13/2023,12/14/2023,DRI*FITBIT LLC,Shopping,Sale,-94.90,
12/13/2023,12/14/2023,Amazon.com*GT42K6H53,Shopping,Sale,-48.52,
12/12/2023,12/14/2023,CHICK-FIL-A #04088,Food & Drink,Sale,-16.38,
12/13/2023,12/14/2023,AMZN Mktp US*KQ61S6HH3,Shopping,Sale,-52.74,
12/12/2023,12/13/2023,TARGET        00008656,Shopping,Sale,-99.98,
12/12/2023,12/13/2023,Amazon.com*WX9B04DJ3,Shopping,Sale,-368.20,
12/13/2023,12/13/2023,Amazon.com*YN9FO9GE3,Shopping,Sale,-37.97,
12/12/2023,12/13/2023,AMZN Mktp US*F59WE4YA3,Shopping,Sale,-305.95,
12/13/2023,12/13/2023,STEAMGAMES.COM 4259522985,Entertainment,Sale,-20.56,
12/12/2023,12/13/2023,CS *LULULEMON USD,Shopping,Sale,-150.00,
12/12/2023,12/12/2023,AMZN Mktp US*DC2N735E3,Shopping,Sale,-15.18,
12/12/2023,12/12/2023,Amazon.com*GL7WE6XI3,Shopping,Sale,-14.46,
12/12/2023,12/12/2023,AMZN Mktp US*3U8PG8GX3,Shopping,Sale,-11.59,
12/10/2023,12/12/2023,IHOP 5406 OLO,Food & Drink,Sale,-13.70,
12/12/2023,12/12/2023,AMZN Mktp US*2B6U94BJ3,Shopping,Sale,-78.05,
12/11/2023,12/12/2023,AMZN Mktp US*QV0PP9EV3,Shopping,Sale,-311.21,
12/10/2023,12/11/2023,STITCH FIX GIFT CARDS  LL,Shopping,Sale,-150.00,
12/10/2023,12/11/2023,AMZN Digital*FS9TN2G03,Shopping,Sale,-94.92,
12/10/2023,12/11/2023,STITCH FIX GIFT CARDS  LL,Shopping,Sale,-150.00,
12/09/2023,12/10/2023,WEATHERTECH,Automotive,Sale,-158.20,
12/09/2023,12/10/2023,AMZN Mktp US*J760U1CQ3,Shopping,Sale,-38.81,
12/08/2023,12/10/2023,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-15.79,
12/05/2023,12/07/2023,WENDY'S #0028,Food & Drink,Sale,-16.64,
12/02/2023,12/04/2023,WENDY'S #0028,Food & Drink,Sale,-12.01,
12/01/2023,12/03/2023,CHICK-FIL-A #04088,Food & Drink,Sale,-12.17,
